SMILES,FRAGMENTS
C1=CC(=CC(=C1)OC2=CC=CC(=N2)C(=O)NC3=CC=C(C=C3)F)C(F)(F)F,256.058:377.0909:238.0474;377.0904:359.0799:284.0528|256.0577:359.0799:284.0527|256.0577:238.0473:359.0799|238.0473:256.0579:145.0259|145.0259:238.0473:190.0462|145.0259:123.0353:190.0462|145.0259:123.0352:75.0228|75.0228:123.0352:74.0151|75.0228:74.015:75.004;238.0475:256.0582:359.0803|145.0259:238.0475:173.0322|359.0807:337.079:238.0478|359.0803:337.0786:357.0848
CCCC(=C1C(=O)CC(CC1=O)C2CCCSC2)NOCC(C)OC3=CC=C(C=C3)Cl,NA
CC1=CC=CC=C1S(=O)(=O)N,91.0542:119.0604:109.0648|91.0542:119.0604:109.0648|91.0542:119.0604:109.0648|91.0542:109.0648:119.0604|91.0542:65.0386:119.0604|91.0542:65.0386:63.0229|65.0386:91.0542:63.0229|65.0386:91.0542:63.0229|65.0386:63.0229:51.023
CCNC(C)CC1=CC2=C(C=C1)OCO2,163.0751:208.1331:72.0807|163.0751:208.1331:72.0807|163.0751:133.0647:135.0438|105.0697:135.0438:133.0646|105.0698:135.0439:133.0647|105.0698:79.0541:135.0439|79.0541:95.049:77.0384|95.0491:77.0384:105.0447|51.0229:95.049:77.0384
C1CN(CCN1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,313.1215:315.1188:314.1244|270.079:313.1215:227.0366|192.0675:270.079:227.0366|192.0676:193.0705:227.0366;313.1209:192.0675:270.0786|313.1209:270.079:253.0525|270.0789:313.121:227.0368|192.068:270.079:227.0369|192.0679:227.0369:270.079|192.0679:226.029:191.0602|192.068:164.0493:191.0602|164.0493:191.0602:138.0463|164.0493:137.0385:138.0337
C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,271.0628:273.0599:272.0659|271.0628:140.0252:208.0986|140.0252:208.0985:165.0203|140.025:208.0983:165.0203;271.0629|271.0628:243.0682:140.0259|271.0629:140.026:243.0682|140.026:165.0213:208.0994|140.026:165.0213:208.0993|140.0259:91.0541:165.0212|104.0493:91.0541:190.0649|104.0494:65.0385:75.0228|75.0228:65.0385:104.0494
CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,262.0725:263.0765:244.0616|160.0387:262.0712:234.0397|160.039:172.0387:130.065;262.0709:244.0604|262.0709:244.0605|262.0709:244.0605:234.0398|262.071:244.0605:234.0398|160.0393:234.0398:262.0711|160.0393:172.0393:130.0652|65.0386:172.0393:133.0284|75.0229:65.0386:114.0339|75.0229:74.0151:63.023
CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,443.1449:426.1184:461.1553|426.1183:381.0607:337.0708|201.0547:283.0602:337.0707|201.0547:283.0602:268.0368|201.0548:268.0368:145.0649|184.052:212.047:127.0543|128.0621:127.0543:184.052|128.0621:115.0543:139.0543|115.0543:102.0465:139.0543
C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,330.1499:192.1182:70.0653|330.15:192.1184:70.0651|70.0651:192.1184:151.0391|70.0651:135.0605:123.0605|70.0651:135.0605:109.0449|70.0652:109.0449:135.0605|109.0449:115.0543:70.0652|109.0449:83.0292:115.0543|83.0292:109.0449:133.0449;70.0651:192.1185:163.0919|70.0651:135.0606:109.0449|192.1185:330.1506:151.0391|192.1185:151.0391:313.124
CCC(=O)N(C1CCNCC1)C2=CC=CC=C2,233.1648:177.1376:235.1704|233.1643:150.0902:177.1376|150.0901:177.1376:132.0797|150.0904:132.0796:120.0808|150.0897:130.0653:132.0801;233.1645:84.0807:177.1384|84.0807:233.1645:177.1384|84.0806:56.0494:233.1646|84.0807:56.0494:55.0542|84.0807:55.0542:56.0494|55.0542:56.0494:84.0807|55.0542:56.0494:94.0651|55.0542:56.0494:53.0386|55.0542:56.0494:53.0386
CC(CC1=CC2=C(C=C1)OCO2)NC,105.071:163.0752:135.044;163.0751:194.1174:58.0651|163.0751:194.1174:133.0647|163.0752:133.0647:135.0439|105.0698:135.0439:133.0647|105.0698:135.0439:133.0647|105.0698:79.0541:135.0439|79.0541:95.0491:77.0385|95.0491:77.0385:105.0447|51.0229:95.0491:77.0385
CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,309.1551:310.159:311.1531|294.1489:307.1573:295.1542|309.1658:294.1485:266.1303|266.1308:279.1254:171.0835|266.1306:279.1256:276.1148;309.1597:190.1227:188.107|120.0444:188.1071:309.1599|120.0445:92.0495:160.1122|92.0495:65.0386:120.0445|92.0495:65.0386:95.0492|65.0386:92.0495:95.0492|65.0386:95.0492:105.0448|65.0386:95.0492:77.0386|51.023:65.0386:50.0152
CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,300.0894:283.0867:241.0525|283.0868:227.0495:241.0525|227.0493:282.0789:241.0525|227.0494:282.079:241.0525|227.0494:192.0805:57.0447|165.0697:192.0805:57.0446|89.0384:165.0697:57.0447|89.0384:165.0697:57.0447|89.0385:163.0541:63.0229
CC1=CC=C(C=C1)S(=O)(=O)N,91.0542:119.0604:109.0648;155.0162:119.0604:109.0648|119.0604:155.0161:109.0648|119.0604:91.0542:109.0649|91.0542:119.0604:109.0649|91.0542:65.0386:119.0604|91.0542:65.0386:119.0605|65.0386:91.0543:63.023|65.0386:91.0543:63.023|65.0386:63.023:51.023;119.0607:91.0545|91.0544:119.0607|155.0167:119.0608:91.0545|155.0166:119.0608:91.0545
CN1C2CCC1C(C(C2)O)C(=O)OC,200.1278:182.1174:82.0648|200.1279:182.1174:82.0649|182.1174:200.1279:82.065|182.1174:82.065:200.1279|82.065:182.1174:83.0728|82.065:91.0542:83.0728|82.065:68.0494:65.0385|82.065:68.0494:65.0385|82.065:67.0416:65.0385
C1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F,386.1346:387.1373:368.123|386.1313:368.1202:387.1361|270.0963:386.132:189.0824;386.131:342.1414:368.1202|342.1413:386.131:368.1206|299.099:386.1311:368.1206|299.0991:285.0835:386.1311|255.0729:256.057:148.0557|227.0542:255.0729:256.0569|227.0542:226.0464:107.0292|107.0292:226.0464:75.0229|75.0229:107.0292:199.0354
CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,266.1652:267.1683:195.901|266.1651:195.0912:267.1683|195.0908:209.1063:266.1643|195.0911:209.1069:180.0798|195.0907:168.0792:180.0795;266.1648:72.0807:195.0914|266.1648:72.0806:195.0915|195.0915:72.0807:209.1071|195.0915:72.0807:209.1071|195.0915:72.0807:194.0837|195.0914:194.0837:72.0807|194.0837:167.0728:193.0759|193.0759:65.0385:166.065|139.0541:65.0385:166.065
C1CC(C2=CC=CC=C2C1C3=CC(=C(C=C3)Cl)Cl)N,275.0386:158.976:129.0697|158.9761:275.0386:129.0697|158.9761:129.0697:91.0541|158.9761:129.0697:91.0541|158.9761:129.0697:122.9994|158.9761:122.9994:128.0619|122.9994:89.0384:158.9761|89.0384:72.9838:122.9994|89.0385:72.9839:63.0228
CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,233.0919:162.0912:177.0657|162.0912:177.0657:233.0918|162.0912:177.0657:105.0334|133.0521:144.0807:91.0542|133.0521:91.0542:106.065|133.0521:91.0541:106.065|104.0493:91.0541:89.0384|104.0494:91.0541:89.0385|104.0494:95.0491:65.0385
C=CC(CCC(=O)O)N,71.049:113.0595:67.0541|71.049:113.0595:67.0541|71.049:113.0595:67.0541|71.049:67.0541:113.0595|71.049:67.0541:65.0385|71.049:67.0541:65.0385|71.049:67.0541:65.0385|67.0541:65.0385:71.049|65.0385:67.0542:53.0022
CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,108.0806:116.0704:91.0541|91.0541:116.0704:108.0806|91.0541:74.0599:116.0704|91.0541:74.0599:116.0704|91.0541:74.0599:116.0704|91.0541:74.0599:65.0385|91.0541:65.0385:74.0599|91.0541:65.0385:74.0599|65.0385:91.0541:63.0228
C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,316.0089:318.0069:209.0946;316.0078:288.0137|316.0078:288.013:209.0948|209.0947:182.0838:316.0079|182.0838:209.0947:208.0869|182.0838:208.0869:181.076|181.0759:182.0838:208.0869|181.0759:154.0651:104.0494|179.0603:154.0651:104.0494|179.0603:95.0491:126.0464
CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C)C(=C1)O,315.2338:316.2371:317.2393|315.234:193.1235:316.2367|193.1236:259.1716:135.1177|193.1236:123.0445:137.06|123.0446:193.1236:137.0612;315.232:193.1224:185.1173|315.2321:193.1225:259.1695|193.1225:93.07:135.1169|123.0441:193.1225:93.07|123.0441:93.07:69.0699|123.0441:91.0543:67.0543|91.0543:95.0492:79.0543|91.0543:95.0492:65.0386|65.0386:51.023:91.0543
CC(C)NC(C)(C)C,60.0808:57.0699:116.1433|60.0808:57.0699:116.1434|60.0808:57.0699:116.1434|60.0808:57.0699:116.1434|57.0699:60.0808:53.0023|57.0699:60.0808:53.0022|57.0699:60.0808:53.0022|57.0699:53.0022:53.9975|53.0022:57.0698:58.0651
CN1C2=C(C(=O)N(C1=O)C)NC=N2,181.0723:124.0501:142.0611;181.0719:124.0505:96.0556;181.0721:124.0507:96.0556|181.0721:124.0507:96.0557|181.0721:124.0506:96.0557|124.0507:181.0721:96.0557|124.0507:96.0557:69.0447|69.0448:124.0507:96.0557|69.0448:96.0557:109.0272|69.0448:54.0213:109.0272|69.0448:54.0213:67.0291
CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,494.2665:394.1664:222.0913;494.2661:394.166:217.1335|394.1662:217.1335:494.2665|394.1664:222.0913:379.1429|378.1351:247.0866:222.0914|378.1352:247.0866:222.0914|58.0651:70.0651:219.0917|89.0386:165.0699:58.0651|89.0386:152.062:58.0651|89.0386:63.0229:150.0464
CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O,307.991:338.0015:241.0057|307.991:229.0057:198.0584|229.0057:198.0584:120.057|198.0584:119.073:118.0652|119.073:82.945:118.0652|82.945:118.0651:119.073|82.945:91.0543:118.0652|82.945:91.0543:65.0386|82.945:91.0543:65.0386
CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,264.0538:184.0969:224.0225|184.0969:127.039:59.0492|59.0492:127.039:81.0335|59.0492:81.0335:69.0335|59.0492:81.0335:69.0335|59.0492:81.0336:79.9801|59.0492:79.9801:53.0386|79.9801:59.0492:53.0386|79.9801:59.0492:53.0386
C1C2CNCC1C3=CC4=NC=CN=C4C=C23,212.1182:169.076:183.0913|212.1182:169.076:183.0917|212.1182:169.076:183.0917|212.1183:169.076:183.0917|169.076:183.0917:168.0683|168.0683:169.076:183.0917|168.0683:115.0543:126.0465|115.0543:126.0464:168.0682|115.0543:126.0464:89.0386
C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N,254.1146:237.0881:255.1168|237.0883:195.0663:168.0552|141.044:168.055:195.0663;254.1149|254.1149:237.0875|254.115:237.0886:212.0932|237.0884:254.115:195.0667|237.0885:104.0495:195.0667|104.0495:168.0557:141.0448|104.0495:141.0448:116.0495|89.0386:104.0495:95.0492|89.0386:63.023:95.0492
C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,327.0782:233.0363:152.0621;327.0781:77.0388:152.0624|327.0781:233.0364:153.07|233.0364:153.0699:251.0469|152.0621:95.0492:153.0699|152.0621:95.0492:77.0386|152.0621:95.0492:77.0385|152.0621:77.0386:95.0492|50.0152:51.023:152.0622|50.0152:51.023:150.0466;251.0477:153.0704:152.0625|152.0626:77.0388:168.0576|233.0373:215.0267:229.1023|215.0266:233.0371:251.0479
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,337.2283:338.2312:339.2338|337.2283:188.1427:338.2312|188.1428:337.2283:189.1459|188.1428:132.08:134.0956|132.0801:188.1429:134.0955;337.2271:188.143:105.07|188.1432:337.2271:105.0697|188.1433:105.0699:134.0964|105.0698:188.1433:132.0807|105.0698:79.0542:103.0542|105.0698:79.0542:103.0542|105.0698:79.0542:103.0542|95.0491:79.0542:105.0447|95.0491:105.0447:51.023
CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O,339.997:241.0055:319.991|241.0054:206.0368:132.057|206.0367:241.0055:132.0569|132.0569:170.06:130.0651|130.0651:103.0542:170.06|130.0651:103.0542:82.945|103.0542:130.0651:82.9449|103.0542:82.945:95.0491|82.945:95.0491:105.0447
CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,262.0896:244.078:263.0965|202.0296:220.04:238.0508|174.0344:202.0294:220.0401;262.0874:244.0768:220.0404;262.0874:244.0769|262.0873:244.0768:276.1029|244.0768:262.0873:202.0298|244.0768:262.0874:202.0298|202.0298:220.0405:244.0769|220.0405:202.0298:174.035|154.04:126.0338:146.0401|99.0229:100.0181:75.0229|99.0229:100.0181:98.0151
CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,245.0222:217.0277:263.0334;245.0226:345.1227:263.0332|245.0226:263.0332:217.0277|217.0277:245.0226:139.0058|217.0277:130.0055:139.0058|130.0055:217.0277:139.0058|130.0055:111.9949:139.0058|130.0055:76.0181:111.9949|76.0181:111.9949:130.0055|76.0181:75.0104:84.984
C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,156.0116:108.0464:249.0704;249.069:156.0112:108.0443|156.0112:249.0691:108.0443|108.0443:92.0494:156.0112|92.0494:108.0443:93.0572|92.0494:108.0443:65.0385|65.0385:92.0494:108.0443|65.0386:80.0494:93.0573|65.0386:80.0494:66.0464|65.0386:80.0494:53.0386
COC1=C(C=C(C=C1)CC2=CN=C(N=C2N)N)OC,261.1359:245.1044:123.0672;261.1345:123.0663:246.1103|261.1345:123.0665:246.1111|245.1033:261.1346:123.0665|245.1033:123.0665:217.1085|245.1033:123.0665:81.0447|123.0665:81.0447:245.1034|81.0447:123.0665:54.0339|81.0447:54.0339:95.0492|54.0339:95.0491:89.0386
CSC1=NC2=CC=CC=C2S1,182.0087:166.9846:183.0109;182.0092:166.9858:135.0137;182.0089:166.9854|182.0089:166.9854:135.0132|182.0089:166.9856:135.0135|166.9855:182.009:135.0135|166.9855:182.009:135.0135|166.9855:123.0135:109.0105|166.9856:109.0105:123.0135|65.0385:109.0105:96.0027|65.0385:68.9792:96.0027;182.0099:166.9865:135.0143|166.9864:182.0098:135.0142|166.9863:182.0099:136.022|166.9863:136.022:135.014
CCCS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)NC(=O)OC,266.0608:224.0129:298.087|159.0419:224.0119:191.0343|159.0422:191.032:131.0477
C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,NA
CCCSP(=O)(OCC)SCCC,215.0326:243.064:172.9856|172.9856:130.9386:114.9614|130.9386:114.9614:172.9857|130.9386:114.9614:96.9509|114.9614:96.9509:130.9386|114.9614:96.9509:130.9386|114.9614:96.9509:64.9787|64.9788:114.9614:94.9175|64.9788:94.9174:114.9614
CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,218.1541:176.1072:190.1229|218.1541:176.1072:190.1228|218.1541:190.1228:148.0758|148.0757:174.0915:188.1071|174.0915:160.0758:148.0757|160.0758:174.0915:146.0602|160.0758:146.0602:131.0731|130.0653:117.0574:91.0543|130.0653:95.0492:117.0574
CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1,114.9614:137.0056:132.0444;132.0445:260.9807:232.9493|132.0445:114.9614:137.0057|114.9614:137.0057:132.0445|114.9614:137.0057:95.0492|114.9614:95.0492:109.0108|114.9615:109.0108:95.0492|114.9615:51.023:64.9788|51.023:64.9788:114.9615|51.023:50.0152:64.9788
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,142.9927:132.0444:260.9805;132.0445:142.9928:260.9807|142.9928:132.0445:104.0495|142.9928:132.0445:104.0496|142.9928:95.0492:105.0336|95.0493:105.0449:78.9944|95.0493:105.0449:77.0386|51.023:95.0493:77.0386|51.023:50.0152:95.0493|51.023:50.0152:74.0151
C1=CC=C(C=C1)C(CC(C2=CC=C(C=C2)C3=CC=C(C=C3)Br)O)C4=C(C5=CC=CC=C5OC4=O)O,NA
CC(C)NCC(C1=CC(=C(C=C1)N)C#N)O,202.1337:160.0869:220.1443|202.1338:160.0869:143.0603|160.0869:143.0604:161.0709|143.0604:160.0869:161.0709|143.0604:116.0494:161.0709|116.0494:143.0604:131.0604|116.0494:89.0385:131.0604|89.0385:63.0229:116.0495|89.0386:63.0229:91.0417
C1=CC(=CC=C1C(C#N)C2=C(C=C(C=C2Cl)N3C(=O)NC(=O)C=N3)Cl)Cl,NA
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=C(C=C3)F,314.0937:315.0969:316.0987|282.0669:314.0935:283.0696|282.0669:283.0699:123.0236|282.068:123.0239:283.0712|123.0237:282.0672:159.0425;314.0935:282.0671|282.0674:314.0935|282.0674:123.0241:314.0935|282.0674:123.0241:123.0351|123.0242:123.0351:282.0675|123.0352:123.0242:113.0398|123.0353:75.0229:113.0398|75.0229:123.0354:74.0151|75.0229:74.0151:77.026
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,106.0652:350.1171:160.0428|106.0652:192.0479:174.0551|106.0652:114.0009:160.0428|106.0652:114.0373:118.0652|106.0652:79.0542:114.0373|106.0652:79.0542:91.0543|91.0543:79.0543:106.0652|91.0543:65.0386:79.0543|65.0386:89.0386:51.023
CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,208.0428:114.0008:158.0271|114.0009:158.0271:68.0495|114.0009:68.0495:134.0363|114.0008:86.0059:68.0495|114.0009:86.0059:68.0495|86.0059:114.0009:58.995|86.0059:58.995:78.0464|58.995:86.0059:95.0492|58.995:51.023:95.0492
CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,323.0559:156.0115:295.0612|156.0115:153.0483:132.989|156.0115:132.989:124.0217|132.989:156.0115:124.0217|97.0108:80.0495:132.989|80.0495:97.0108:107.0605|80.0495:107.0605:55.0291|55.0292:80.0495:53.0386|58.9951:57.9872:55.0292
CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,358.1561:314.1664|358.1563:314.1665:96.0808|358.1562:96.0808:283.1243|82.0651:358.1564:255.0566|82.0651:255.0566:83.0729|82.0651:255.0566:67.0417|82.0651:67.0417:172.0558|82.0652:67.0417:53.0022|67.0417:82.0652:53.0022
CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,160.0427:310.9986:470.034|160.0427:310.9986:239.9979|114.0372:160.0427:197.9872|114.0372:197.9873:211.9666|114.0373:87.0263:183.9717|114.0373:87.0263:156.9608|108.984:156.9608:87.0264|74.0151:108.9841:114.0339|74.0151:72.984:75.0229
CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F,400.1496:401.153:356.1597|400.1507:401.154:356.1603|400.1503:401.1537:382.1403|400.1501:299.1011:401.1519|400.1513:299.1004:185.1084|400.1509:401.1538:402.1561;400.1467:356.157:382.1359|356.1571:400.1469:382.1364|299.0993:400.147:382.1365|299.0994:58.0652:279.0931|58.0652:70.0652:256.0571|227.0544:58.0652:209.0638|208.056:226.0465:107.0292|107.0292:181.0449:75.0229|75.023:107.0292:57.0136
CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,360.1741:358.1585:316.1839|261.1036:358.1563:360.1719|286.0989:255.0565:261.1033;360.1719:316.1823:342.1613|316.1821:360.1719:342.1615|245.1087:360.172:316.1823|245.1088:286.0989:203.0617|203.0617:70.0652:189.046|203.0617:70.0652:189.0461|148.0558:134.0402:107.0292|107.0293:89.0386:148.0559|107.0293:75.023:89.0387;261.1038|318.1616:316.1825:344.1413|318.1618:316.1825:344.1415
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,296.103:297.1063:264.0768|264.0767:296.1031:265.0806|264.0765:265.0798:296.1045|264.0775:265.0804:186.0295|264.0777:159.0424:160.0496;264.0768:296.103:105.0335;296.1031:264.0767|264.0769:296.1031:105.0331|264.0769:105.0336:296.1033|264.0769:105.0336:95.0492|105.0336:264.077:95.0492|105.0336:95.0492:105.0448|95.0492:105.0448:77.0386|105.0448:95.0492:77.0386|51.023:50.0152:77.026
CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,86.0966:58.0644:242.0732;315.1624:86.0965:58.065|86.0964:58.0652:315.1625|86.0964:58.0652:242.0733|58.0652:86.0965:242.0733|58.0652:86.0965:227.0499|58.0652:86.0965:227.0499|58.0652:191.0731:192.0809|58.0652:191.0731:165.0701|58.0652:190.0653:163.0544
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,149.0234:205.0861:57.0701;149.0235:205.0862:57.0699|149.0234:57.0699:65.0385|149.0235:57.0699:121.0285|149.0235:121.0285:57.0699|149.0235:121.0285:65.0386|65.0386:149.0235:121.0286|65.0386:121.0398:121.0285|65.0386:53.0023:121.0398|65.0387:53.0023:53.9975;149.0238:121.029|149.0239:121.0288|149.0239:205.0867:203.06|149.0238:205.0867:203.0598
CCOC(=O)C1=CC=CC=C1C(=O)OCC,149.0233:177.0546:121.0284;177.0545:149.0233:65.0385|149.0233:177.0546:65.0385|149.0233:177.0547:121.0284|149.0233:121.0284:121.0396|149.0233:121.0284:121.0396|65.0385:149.0233:121.0284|65.0386:121.0396:121.0284|65.0386:53.0022:121.0396|65.0386:53.0022:67.9893
COC(=O)C1=CC=CC=C1C(=O)OC,163.0389:195.0654|163.0389:133.0284:77.0384|163.039:133.0285:135.0441|163.0389:135.044:133.0284|163.039:135.0441:133.0285|95.0492:77.0386:105.0448|92.0257:77.0385:95.0492|92.0257:63.023:77.0385|63.0229:51.023:64.0308
C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C(=O)OC3=CC=CC=C3,225.0545:77.0385|225.0546:77.0381:153.0698|225.0546:95.0491:105.0447|95.0491:105.0447:77.0385|95.0491:105.0447:77.0385|95.0491:77.0385:105.0447|51.023:77.0385:95.0491|51.023:50.0151:77.0385|51.023:50.0151:77.0385
C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,NA
CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,280.1695:235.1118:107.049|280.1695:107.0491:235.1118|107.0491:58.0651:84.0808|107.0491:84.0808:117.0699|107.0491:91.0542:115.0542|107.0491:115.0542:91.0542|165.0699:115.0542:91.0542|165.07:115.0543:189.0699|115.0542:189.0699:65.0386
CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,428.1337:445.1601:460.1595|428.1337:410.1234:154.0498|321.0758:154.0499:267.0653|98.0601:201.0547:267.0652|98.0601:201.0547:252.0418|168.057:98.06:145.0648|115.0543:165.07:168.057|139.0542:115.0542:152.0621|139.0543:115.0543:152.0621
C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,380.1796:194.0984:381.1827|194.0987:165.0714:195.1012|165.0721:194.099:123.0245|165.0722:123.025:166.075|123.0254:165.0723:166.0759;380.1767:194.0975:165.0708|194.0976:165.071:123.0237|165.071:123.024:194.0977|123.024:165.071:187.0866|123.024:165.0711:113.0397|123.0241:123.035:113.0397|123.0352:123.0242:113.0397|123.0353:75.0229:113.0397|75.0229:74.0151:123.0353
CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O,NA
CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,314.0936:315.0964:268.0998|268.1004:314.0936:300.0903|268.1003:300.09:240.1033|239.0974:183.0593:212.0854;314.0933|314.0933:268.1005:286.0986|268.1006:314.0934:300.0905|268.1006:239.0979:300.0905|239.0979:211.0793:183.0605|183.0605:198.0713:239.0979|183.0605:170.0527:165.0699|183.0605:163.0542:89.0385|163.0542:150.0464:181.0448
CC1CCC(OC1C(C)C(=O)O)CC2CC(C(C3(O2)C(CC(O3)(C)C4CCC(O4)(C)C5C(CC(O5)C6C(CC(C(O6)(CO)O)C)C)C)C)C)OC,NA
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,282.0883:268.0854:236.0947;282.0872|282.0872:236.0944:268.0843|236.0944:282.0872:268.0843|236.0944:180.0807:207.0917|180.0807:207.0917:236.0944|180.0807:207.0917:190.0651|152.0621:180.0807:190.0651|152.062:163.0542:169.0648|152.062:169.0648:150.0464
CC(C(C1=CC=CC=C1)O)N,134.0964:117.0699:152.1071|134.0965:117.0699:152.1071|134.0964:117.0699:115.0543|117.0699:134.0965:115.0543|117.0699:115.0543:91.0543|115.0543:91.0542:117.0699|91.0543:115.0543:118.0652|91.0543:115.0543:65.0386|65.0386:91.0543:115.0543
CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,297.0834:298.0866:279.069|297.0805:279.0704:298.0827|279.0687:280.0728:264.0414|279.0687:264.0413:259.0626|264.0415:236.0472:181.0688;297.0843:279.0734:298.0878|297.0843:279.0738:277.0782|279.0738:297.0844:264.0505|279.0738:264.0504:259.0678|264.0504:279.0738:109.0448|109.0448:264.0505:236.0556|109.0448:140.0495:181.076|83.0291:109.0448:99.0229|83.0291:98.0151:63.0229
CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,132.0803:366.0668:368.0651|133.0803:117.0533:234.9879|117.0568:133.0846:118.0639|132.0804:117.0565:118.0625|132.0803:117.0564:118.0632;132.0807:366.0675:234.9939|132.0808:117.0573:91.0542|132.0808:91.0542:117.0573|91.0542:132.0808:117.0573|91.0542:117.0573:132.0808|91.0542:117.0573:65.0386|65.0386:91.0542:117.0573|65.0386:89.0386:91.0542|89.0386:65.0386:63.023
CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,407.2209:126.1275:359.2177|126.1277:407.221:359.2176|126.1277:82.065:69.0699|126.1277:70.0651:69.0699|126.1277:70.0651:83.0729|126.1278:70.0651:83.0729|82.0652:70.0651:126.1278|82.0651:68.0495:70.0651|82.0651:68.0495:67.0417
CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,324.2099:325.2129:326.216|324.2094:223.1242:325.2122|223.125:224.128:324.2098|223.1248:208.1009:207.0934|207.0936:208.1006:180.0823;324.2068:281.1648:223.1227|324.2069:281.1648:223.123|223.123:208.0757:180.0807|180.0807:208.0758:223.123|180.0808:207.0917:207.0681|207.0917:180.0807:153.0699|152.062:153.0699:207.0917|152.062:139.0542:169.0648|152.062:139.0542:169.0648
