SMILES,CAS_RN,DTXSID,FRAGMENTS,All,chlorinated,frag_list,n_fragments
C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,CAS_RN: 548-73-2,DTXSID6022973,380.1796:194.0984:381.1827|194.0987:165.0714:195.1012|165.0721:194.099:123.0245|165.0722:123.025:166.075|123.0254:165.0723:166.0759;380.1767:194.0975:165.0708|194.0976:165.071:123.0237|165.071:123.024:194.0977|123.024:165.071:187.0866|123.024:165.0711:113.0397|123.0241:123.035:113.0397|123.0352:123.0242:113.0397|123.0353:75.0229:113.0397|75.0229:74.0151:123.0353,0,0,"[74.0151, 75.0229, 113.0397, 123.0237, 123.024, 123.0241, 123.0242, 123.0245, 123.025, 123.0254, 123.035, 123.0352, 123.0353, 165.0708, 165.071, 165.0711, 165.0714, 165.0721, 165.0722, 165.0723, 166.075, 166.0759, 187.0866, 194.0975, 194.0976, 194.0977, 194.0984, 194.0987, 194.099, 195.1012, 380.1767, 380.1796, 381.1827]",33
CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,CAS_RN: 1622-62-4,DTXSID7023065,314.0936:315.0964:268.0998|268.1004:314.0936:300.0903|268.1003:300.09:240.1033|239.0974:183.0593:212.0854;314.0933|314.0933:268.1005:286.0986|268.1006:314.0934:300.0905|268.1006:239.0979:300.0905|239.0979:211.0793:183.0605|183.0605:198.0713:239.0979|183.0605:170.0527:165.0699|183.0605:163.0542:89.0385|163.0542:150.0464:181.0448,0,0,"[89.0385, 150.0464, 163.0542, 165.0699, 170.0527, 181.0448, 183.0593, 183.0605, 198.0713, 211.0793, 212.0854, 239.0974, 239.0979, 240.1033, 268.0998, 268.1003, 268.1004, 268.1005, 268.1006, 286.0986, 300.09, 300.0903, 300.0905, 314.0933, 314.0934, 314.0936, 315.0964]",27
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,CAS_RN: 146-22-5,DTXSID5023372,282.0883:268.0854:236.0947;282.0872|282.0872:236.0944:268.0843|236.0944:282.0872:268.0843|236.0944:180.0807:207.0917|180.0807:207.0917:236.0944|180.0807:207.0917:190.0651|152.0621:180.0807:190.0651|152.062:163.0542:169.0648|152.062:169.0648:150.0464,0,0,"[150.0464, 152.062, 152.0621, 163.0542, 169.0648, 180.0807, 190.0651, 207.0917, 236.0944, 236.0947, 268.0843, 268.0854, 282.0872, 282.0883]",14
CC(C(C1=CC=CC=C1)O)N,CAS_RN: 14838-15-4,,134.0964:117.0699:152.1071|134.0965:117.0699:152.1071|134.0964:117.0699:115.0543|117.0699:134.0965:115.0543|117.0699:115.0543:91.0543|115.0543:91.0542:117.0699|91.0543:115.0543:118.0652|91.0543:115.0543:65.0386|65.0386:91.0543:115.0543,0,0,"[65.0386, 91.0542, 91.0543, 115.0543, 117.0699, 118.0652, 134.0964, 134.0965, 152.1071]",9
CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,CAS_RN: 38677-85-9,DTXSID4048565,297.0834:298.0866:279.069|297.0805:279.0704:298.0827|279.0687:280.0728:264.0414|279.0687:264.0413:259.0626|264.0415:236.0472:181.0688;297.0843:279.0734:298.0878|297.0843:279.0738:277.0782|279.0738:297.0844:264.0505|279.0738:264.0504:259.0678|264.0504:279.0738:109.0448|109.0448:264.0505:236.0556|109.0448:140.0495:181.076|83.0291:109.0448:99.0229|83.0291:98.0151:63.0229,0,0,"[63.0229, 83.0291, 98.0151, 99.0229, 109.0448, 140.0495, 181.0688, 181.076, 236.0472, 236.0556, 259.0626, 259.0678, 264.0413, 264.0414, 264.0415, 264.0504, 264.0505, 277.0782, 279.0687, 279.069, 279.0704, 279.0734, 279.0738, 280.0728, 297.0805, 297.0834, 297.0843, 297.0844, 298.0827, 298.0866, 298.0878]",31
CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,CAS_RN: 26807-65-8,DTXSID7044633,132.0803:366.0668:368.0651|133.0803:117.0533:234.9879|117.0568:133.0846:118.0639|132.0804:117.0565:118.0625|132.0803:117.0564:118.0632;132.0807:366.0675:234.9939|132.0808:117.0573:91.0542|132.0808:91.0542:117.0573|91.0542:132.0808:117.0573|91.0542:117.0573:132.0808|91.0542:117.0573:65.0386|65.0386:91.0542:117.0573|65.0386:89.0386:91.0542|89.0386:65.0386:63.023,0,1,"[63.023, 65.0386, 89.0386, 91.0542, 117.0533, 117.0564, 117.0565, 117.0568, 117.0573, 118.0625, 118.0632, 118.0639, 132.0803, 132.0804, 132.0807, 132.0808, 133.0803, 133.0846, 234.9879, 234.9939, 366.0668, 366.0675, 368.0651]",23
CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,CAS_RN: 154-21-2,,407.2209:126.1275:359.2177|126.1277:407.221:359.2176|126.1277:82.065:69.0699|126.1277:70.0651:69.0699|126.1277:70.0651:83.0729|126.1278:70.0651:83.0729|82.0652:70.0651:126.1278|82.0651:68.0495:70.0651|82.0651:68.0495:67.0417,0,0,"[67.0417, 68.0495, 69.0699, 70.0651, 82.065, 82.0651, 82.0652, 83.0729, 126.1275, 126.1277, 126.1278, 359.2176, 359.2177, 407.2209, 407.221]",15
CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,CAS_RN: 50-37-3,,324.2099:325.2129:326.216|324.2094:223.1242:325.2122|223.125:224.128:324.2098|223.1248:208.1009:207.0934|207.0936:208.1006:180.0823;324.2068:281.1648:223.1227|324.2069:281.1648:223.123|223.123:208.0757:180.0807|180.0807:208.0758:223.123|180.0808:207.0917:207.0681|207.0917:180.0807:153.0699|152.062:153.0699:207.0917|152.062:139.0542:169.0648|152.062:139.0542:169.0648,0,0,"[139.0542, 152.062, 153.0699, 169.0648, 180.0807, 180.0808, 180.0823, 207.0681, 207.0917, 207.0934, 207.0936, 208.0757, 208.0758, 208.1006, 208.1009, 223.1227, 223.123, 223.1242, 223.1248, 223.125, 224.128, 281.1648, 324.2068, 324.2069, 324.2094, 324.2098, 324.2099, 325.2122, 325.2129, 326.216]",30
CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F,CAS_RN: 115550-35-1,DTXSID4046600,363.1499:72.0808:320.1064;363.146:320.1041:72.0807|72.0807:320.104:363.1461|72.0807:70.0651:205.0409|72.0807:70.0651:205.0409|72.0807:70.0651:122.0401|72.0807:70.0651:122.0401|72.0807:122.04:70.0651|75.0229:107.0292:56.0495|75.0229:74.0151:107.0292,0,0,"[56.0495, 70.0651, 72.0807, 72.0808, 74.0151, 75.0229, 107.0292, 122.04, 122.0401, 205.0409, 320.104, 320.1041, 320.1064, 363.146, 363.1461, 363.1499]",16
CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,CAS_RN: 644-62-2,DTXSID0048559,278.0133:243.0445:296.0239|278.0133:243.0445:242.0368|243.0445:278.0134:242.0368|243.0444:242.0367:278.0133|243.0446:242.0368:180.0808|180.0807:242.0368:208.0758|178.0651:179.0729:180.0807|178.0651:152.062:169.0648|150.0464:169.0648:152.062,0,1,"[150.0464, 152.062, 169.0648, 178.0651, 179.0729, 180.0807, 180.0808, 208.0758, 242.0367, 242.0368, 243.0444, 243.0445, 243.0446, 278.0133, 278.0134, 296.0239]",16
C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,CAS_RN: 4394-00-7,DTXSID1023368,265.0649:283.0764:266.0673|265.0531:245.0481:217.049|145.0198:217.049:168.0613;283.0688:265.0581:145.0261|283.0689:265.0584:263.0629|265.0583:283.0689:245.0523|265.0583:245.0522:217.0573|265.0584:245.0522:145.026|145.026:168.0682:217.0573|145.026:140.0495:123.0353|75.0229:140.0495:113.0388|75.0229:74.0151:113.0386,0,0,"[74.0151, 75.0229, 113.0386, 113.0388, 123.0353, 140.0495, 145.0198, 145.026, 145.0261, 168.0613, 168.0682, 217.049, 217.0573, 245.0481, 245.0522, 245.0523, 263.0629, 265.0531, 265.0581, 265.0583, 265.0584, 265.0649, 266.0673, 283.0688, 283.0689, 283.0764]",26
CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CAS_RN: 72-69-5,DTXSID9023384,91.0539:233.1328:105.0707;264.1746:233.1325:91.0542|233.1325:264.1747:91.0542|91.0542:105.0699:117.0698|91.0542:105.0699:117.0698|91.0542:105.0699:117.0699|91.0542:203.0855:115.0542|91.0542:202.0777:115.0542|202.0776:91.0542:115.0542|65.0386:115.0542:189.0699,0,0,"[65.0386, 91.0539, 91.0542, 105.0699, 105.0707, 115.0542, 117.0698, 117.0699, 189.0699, 202.0776, 202.0777, 203.0855, 233.1325, 233.1328, 264.1746, 264.1747]",16
C1=CC=C2C(=C1)N=NN2Cl,CAS_RN: 21050-95-3,DTXSID50175272,154.0169:156.0138:155.0191|154.0168:156.0135:126.01|154.0166:156.0146:126.0099|154.0175:119.0463;154.0166:126.0105:90.0338|154.0166:126.0105:90.0338|154.0166:98.9996:90.0339|154.0166:98.9996:90.0339|98.9996:154.0166:90.0339|98.9996:90.0339:154.0167|72.9839:98.9996:63.0229|72.9839:63.0229:98.9996|72.9839:63.0229:62.0151,0,1,"[62.0151, 63.0229, 72.9839, 90.0338, 90.0339, 98.9996, 119.0463, 126.0099, 126.01, 126.0105, 154.0166, 154.0167, 154.0168, 154.0169, 154.0175, 155.0191, 156.0135, 156.0138, 156.0146]",19
CN1C(=CN=C1COC(=O)N)[N+](=O)[O-],CAS_RN: 7681-76-7,DTXSID6045400,140.046:55.0412:54.0333;140.0455:201.062:55.0417|140.0455:55.0417:201.062|140.0455:55.0417:110.0476|55.0417:140.0456:54.0339|55.0417:54.0339:67.0417|55.0417:54.0339:67.0417|55.0417:54.0339:66.0339|55.0417:66.0339:54.0339|66.0339:54.0339:55.0417,0,0,"[54.0333, 54.0339, 55.0412, 55.0417, 66.0339, 67.0417, 110.0476, 140.0455, 140.0456, 140.046, 201.062]",11
C1=CC=C(C(=C1)C(=O)O)O,CAS_RN: 8052-31-1,DTXSID7026368,121.0285:139.0391:69.0335|121.0285:139.0391:69.0335|121.0285:139.0391:69.0335|121.0285:121.0397:65.0386|121.0285:65.0386:121.0397|65.0386:121.0285:121.0397|65.0386:121.0397:121.0285|65.0386:53.0022:51.023|65.0386:53.0022:51.023,0,0,"[51.023, 53.0022, 65.0386, 69.0335, 121.0285, 121.0397, 139.0391]",7
CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,CAS_RN: 132539-06-1,,313.148:256.09:84.0807|313.148:256.0902:84.0808|256.0902:84.0808:213.0481|256.0903:213.0482:84.0808|198.0246:169.076:256.0903|198.0247:169.0761:179.0604|115.0542:179.0604:198.0247|115.0543:127.0417:140.0495|115.0543:89.0386:102.0464,0,0,"[84.0807, 84.0808, 89.0386, 102.0464, 115.0542, 115.0543, 127.0417, 140.0495, 169.076, 169.0761, 179.0604, 198.0246, 198.0247, 213.0481, 213.0482, 256.09, 256.0902, 256.0903, 313.148]",19
CCCCCCC(C)(C)C1=CC(=C(C=C1)C2CCCC(C2)O)O,CAS_RN: 70434-82-1,DTXSID70867920,175.1117:301.2525:233.1899|233.19:71.0855:107.0491|233.19:107.0491:71.0855|107.0491:121.0648:57.0699|107.0491:121.0648:133.0648|133.0647:107.0491:121.0648|133.0648:79.0542:95.0491|95.0491:79.0542:105.0447|51.023:95.0491:105.0447,0,0,"[51.023, 57.0699, 71.0855, 79.0542, 95.0491, 105.0447, 107.0491, 121.0648, 133.0647, 133.0648, 175.1117, 233.1899, 233.19, 301.2525]",14
C1C(COC1(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl)Br,CAS_RN: 116255-48-2,DTXSID9032531,375.9616:158.976:70.04|158.9764:70.04:375.9617|158.9764:70.04:172.9558|158.9764:70.04:172.9558|158.9764:70.04:172.9558|158.9764:122.9997:70.04|122.9997:89.0386:158.9765|89.0386:72.984:122.9997|89.0386:72.984:63.023,0,1,"[63.023, 70.04, 72.984, 89.0386, 122.9997, 158.976, 158.9764, 158.9765, 172.9558, 375.9616, 375.9617]",11
COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl,CAS_RN: 1861-32-1,DTXSID0024000,330.9097:98.9843:298.8833|98.9843:298.8835:330.9096|98.9843:298.8835:270.8884|98.9843:220.8962:270.8884|98.9843:220.8962:164.9062|98.9843:164.9062:220.8961|98.9843:164.9062:129.9373|98.9843:129.9373:164.9062|98.9843:129.9373:141.9373,0,1,"[98.9843, 129.9373, 141.9373, 164.9062, 220.8961, 220.8962, 270.8884, 298.8833, 298.8835, 330.9096, 330.9097]",11
CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)S(=O)(=O)C)C,CAS_RN: 31972-44-8,DTXSID3037547,336.1028:308.0716:294.056|266.0247:308.0716:188.0472|188.0471:266.0248:108.057|188.0472:108.057:109.0648|108.057:109.0648:91.0543|108.057:91.0543:107.0492|107.0492:91.0543:65.0386|107.0492:65.0386:79.0542|95.0492:65.0386:107.0492,0,0,"[65.0386, 79.0542, 91.0543, 95.0492, 107.0492, 108.057, 109.0648, 188.0471, 188.0472, 266.0247, 266.0248, 294.056, 308.0716, 336.1028]",14
CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl,CAS_RN: 19666-30-9,DTXSID3024239,303.0299:219.9563:176.9505;303.0297:345.0767:219.9563|219.9563:303.0298:176.9505|176.9505:184.9875:219.9564|184.9874:176.9505:148.9556|184.9875:176.9505:148.9556|112.9789:148.9556:128.9976|84.984:94.0288:112.9789|84.9839:53.0022:62.9632|53.0022:84.984:62.9632,0,1,"[53.0022, 62.9632, 84.9839, 84.984, 94.0288, 112.9789, 128.9976, 148.9556, 176.9505, 184.9874, 184.9875, 219.9563, 219.9564, 303.0297, 303.0298, 303.0299, 345.0767]",17
CC(C)(C)C(C(CC1=CC=C(C=C1)Cl)N2C=NC=N2)O,CAS_RN: 76738-62-0,,294.1367:70.0399:207.0937|70.04:294.1368:57.0699|70.0399:125.0153:165.0467|70.04:125.0153:69.0699|70.04:125.0153:69.0699|70.04:125.0153:89.0386|70.04:125.0154:89.0386|70.04:89.0386:98.9997|70.04:89.0386:63.023,0,1,"[57.0699, 63.023, 69.0699, 70.0399, 70.04, 89.0386, 98.9997, 125.0153, 125.0154, 165.0467, 207.0937, 294.1367, 294.1368]",13
CC1=C(C=CC(=C1)OP(=S)(OC)OC)S(=O)C,CAS_RN: 3761-41-9,DTXSID9058076,295.0224:296.0251:297.0184|279.9984:295.0221:278.0188|279.9987:278.0191:232.0315|152.9817:124.9813:169.0131|152.9815:124.9809:169.0127;295.0222:279.9989:264.0039|279.9988:295.0223:264.004|279.9989:127.0155:278.0197|127.0155:142.9928:152.9828|127.0155:78.9943:142.9928|127.0155:78.9943:142.9928|78.9944:109.0108:78.0464|65.0386:78.9944:121.0108|65.0386:68.9794:51.023,0,0,"[51.023, 65.0386, 68.9794, 78.0464, 78.9943, 78.9944, 109.0108, 121.0108, 124.9809, 124.9813, 127.0155, 142.9928, 152.9815, 152.9817, 152.9828, 169.0127, 169.0131, 232.0315, 264.0039, 264.004, 278.0188, 278.0191, 278.0197, 279.9984, 279.9987, 279.9988, 279.9989, 295.0221, 295.0222, 295.0223, 295.0224, 296.0251, 297.0184]",33
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,CAS_RN: 2164-17-2,DTXSID8020628,233.0897:72.0444:213.0834|72.0444:233.0897:213.0835|72.0444:233.0898:188.0319|72.0444:160.0369:168.0256|72.0444:160.0369:145.026|72.0444:145.026:160.0369|72.0444:145.0261:56.0131|72.0444:56.0131:75.0229|72.0444:75.0229:56.0131,0,0,"[56.0131, 72.0444, 75.0229, 145.026, 145.0261, 160.0369, 168.0256, 188.0319, 213.0834, 213.0835, 233.0897, 233.0898]",12
C1=CC=C(C(=C1)C(CN2C=NC=N2)(C3=CC=C(C=C3)F)O)F,CAS_RN: 76674-21-0,DTXSID8040727,302.1099:70.0399:233.0773|70.0399:233.0773:123.024|70.0399:123.0241:109.0448|70.0399:123.0241:109.0448|70.04:123.0241:109.0449|70.04:123.0241:123.0353|70.04:123.0353:75.0229|75.0229:70.04:123.0353|75.0229:74.0151:70.04,0,0,"[70.0399, 70.04, 74.0151, 75.0229, 109.0448, 109.0449, 123.024, 123.0241, 123.0353, 233.0773, 302.1099]",11
CC(C)C1(C(=O)NC(=N1)C2=NC3=CC=CC=C3C=C2C(=O)O)C,CAS_RN: 81335-37-7,DTXSID3024152,312.1341:270.087:294.1231|312.1341:267.1128:270.0873|199.0502:267.1128:252.0768|199.0503:69.0699:86.0964|181.0397:69.0699:197.071|181.0397:153.0448:146.0601|146.0601:129.0447:153.0448|75.0229:129.0448:128.0495|75.0229:129.0447:74.0151,0,0,"[69.0699, 74.0151, 75.0229, 86.0964, 128.0495, 129.0447, 129.0448, 146.0601, 153.0448, 181.0397, 197.071, 199.0502, 199.0503, 252.0768, 267.1128, 270.087, 270.0873, 294.1231, 312.1341]",19
CN1CCN2C(C1)C3=CC=CC=C3CC4=CC(=CN=C42)O,CAS_RN: 102335-57-9,DTXSID60467650,282.1601:283.1633:284.1661|282.1601:211.0859:283.1633|211.086:225.1018:212.089|211.0861:212.0891:225.1017|211.0858:212.0891:235.086;282.1597:72.0807:211.0865|282.1597:72.0807:211.0864|211.0864:72.0807:282.1598|211.0864:72.0807:225.102|211.0864:72.0807:210.0787|210.0786:211.0864:166.065|210.0786:181.0758:115.0541|115.0541:139.0541:154.065|139.0541:115.0541:89.0385,0,0,"[72.0807, 89.0385, 115.0541, 139.0541, 154.065, 166.065, 181.0758, 210.0786, 210.0787, 211.0858, 211.0859, 211.086, 211.0861, 211.0864, 211.0865, 212.089, 212.0891, 225.1017, 225.1018, 225.102, 235.086, 282.1597, 282.1598, 282.1601, 283.1633, 284.1661]",26
CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC,CAS_RN: 1634-78-2,DTXSID9020790,127.0389:99.0076:142.9927|99.0076:127.0389:142.9927|99.0076:127.039:142.9927|99.0076:71.0127:142.9927|99.0076:71.0127:142.9927|99.0076:71.0127:53.0022|71.0127:99.0077:53.0022|71.0128:53.0022:78.9943|53.0022:71.0127:78.9943,0,0,"[53.0022, 71.0127, 71.0128, 78.9943, 99.0076, 99.0077, 127.0389, 127.039, 142.9927]",9
CCSC(=O)N1CCCCCC1,CAS_RN: 2212-67-1,DTXSID6024206,126.0913:188.1103:83.0855|126.0913:188.1103:83.0855|126.0913:83.0855:55.0542|55.0542:126.0914:83.0855|55.0542:98.0964:83.0855|55.0542:98.0965:70.0651|55.0542:98.0965:70.0651|55.0543:53.0386:70.0651|55.0543:53.0386:56.0131,0,0,"[53.0386, 55.0542, 55.0543, 56.0131, 70.0651, 83.0855, 98.0964, 98.0965, 126.0913, 126.0914, 188.1103]",11
CC(CC1=CC2=C(C=C1)OCO2)N,CAS_RN: 4764-17-4,DTXSID40859958,163.0751:133.0646:135.0439|163.0751:133.0646:135.0439|163.0751:133.0646:135.0438|105.0697:135.0438:133.0646|105.0697:135.0438:133.0646|105.0697:79.0541:135.0438|79.0541:77.0384:95.049|77.0384:95.049:105.0446|51.0229:95.049:77.0384,0,0,"[51.0229, 77.0384, 79.0541, 95.049, 105.0446, 105.0697, 133.0646, 135.0438, 135.0439, 163.0751]",10
C1=CC=C2C=C(C=CC2=C1)OCC(=O)O,CAS_RN: 120-23-0,DTXSID2042195,157.0648:129.0699:203.0704|157.0648:129.0699:155.0605|157.0648:129.0699:155.0605|129.0699:155.0604:145.0649|155.0604:129.0699:145.0649|155.0604:145.0649:128.0621|155.0604:127.0543:128.0621|95.0492:126.0465:128.0621|75.0229:95.0492:115.0543,0,0,"[75.0229, 95.0492, 115.0543, 126.0465, 127.0543, 128.0621, 129.0699, 145.0649, 155.0604, 155.0605, 157.0648, 203.0704]",12
CN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3F,CAS_RN: 34084-50-9,DTXSID40187682,284.1198:285.1225:256.124|284.1198:135.0908:227.097|135.0909:227.0968:211.0785|240.0926:226.0892:135.0908;284.1187|284.1187:256.124:135.0914|284.1188:135.0914:227.0976|135.0914:227.0976:226.0898|135.0914:226.0898:240.093|135.0914:93.0572:240.0928|93.0572:104.0493:106.0649|93.0572:104.0493:65.0385|65.0385:63.0228:95.049,0,0,"[63.0228, 65.0385, 93.0572, 95.049, 104.0493, 106.0649, 135.0908, 135.0909, 135.0914, 211.0785, 226.0892, 226.0898, 227.0968, 227.097, 227.0976, 240.0926, 240.0928, 240.093, 256.124, 284.1187, 284.1188, 284.1198, 285.1225]",23
CC1=CN=C2C(=C1)C=CC(=C2C(=O)O)Cl,CAS_RN: 90717-03-6,DTXSID1042364,204.021:222.0316:176.0261;204.021:222.0316:140.049|204.021:222.0316:140.0489|204.0211:222.0317:176.0262|204.0211:176.0262:222.0317|141.0572:204.0211:149.0152|141.0572:149.0153:140.0495|140.0495:141.0572:149.0153|140.0494:113.0385:114.0464|113.0386:88.0307:140.0495,0,1,"[88.0307, 113.0385, 113.0386, 114.0464, 140.0489, 140.049, 140.0494, 140.0495, 141.0572, 149.0152, 149.0153, 176.0261, 176.0262, 204.021, 204.0211, 222.0316, 222.0317]",17
CC1=C(N=CN1)CSCCNC(=NC)NC#N,CAS_RN: 51481-61-9,DTXSID4020329,253.1227:159.0697:117.048|159.0697:117.048:95.0603|95.0603:159.0698:117.048|95.0603:117.048:99.0664|95.0603:117.048:99.0664|95.0603:117.048:82.0399|95.0603:54.0338:61.0106|54.0338:95.0603:61.0106|54.0338:57.0447:61.0106,0,0,"[54.0338, 57.0447, 61.0106, 82.0399, 95.0603, 99.0664, 117.048, 159.0697, 159.0698, 253.1227]",10
C1=CC(=C(C=C1Cl)Cl)C(CN2C=NC=N2)COC(C(F)F)(F)F,CAS_RN: 112281-77-3,DTXSID8034956,372.0287:70.0399:158.9755|158.9763:70.0399:372.0288|158.9762:70.0399:150.0231|158.9763:70.04:150.0231|158.9763:70.04:122.9996|158.9763:70.0399:122.9996|89.0386:122.9996:70.04|89.0386:72.9839:70.04|89.0386:72.9839:63.0229,0,1,"[63.0229, 70.0399, 70.04, 72.9839, 89.0386, 122.9996, 150.0231, 158.9755, 158.9762, 158.9763, 372.0287, 372.0288]",12
CN(C)C(=S)SSC(=S)N(C)C,CAS_RN: 137-26-8,DTXSID5021332,88.0215:119.9936:195.9378|88.0215:119.9936:195.9378|88.0215:119.9936:76.0215|88.0215:119.9936:76.0215|88.0215:119.9936:76.0215|88.0215:72.998:76.0215|88.0215:72.998:76.0215|72.998:88.0215:71.9902|72.998:71.9902:88.0215,0,0,"[71.9902, 72.998, 76.0215, 88.0215, 119.9936, 195.9378]",6
CC(C)N(C(C)C)C(=O)SCC(=C(Cl)Cl)Cl,CAS_RN: 2303-17-5,DTXSID5024344,304.0091:142.9216:86.06;304.0089:86.06:128.1069|86.06:142.9217:304.0091|142.9217:86.06:140.9327|142.9217:82.9449:140.9327|142.9217:82.9449:58.0651|82.9449:142.9217:58.0651|82.9449:142.9217:58.0651|82.9449:106.945:60.984|82.945:106.945:72.9839,0,1,"[58.0651, 60.984, 72.9839, 82.9449, 82.945, 86.06, 106.945, 128.1069, 140.9327, 142.9216, 142.9217, 304.0089, 304.0091]",13
CCCCCCCCCc1ccc(OCCOCCO)cc1,CAS_RN: 9016-45-9,DTXSID9058600,133:529:485,0,0,"[133.0, 485.0, 529.0]",3
O=C(CCCCCCCCCCCCCCCCC)N(CCO)CCO,CAS_RN: 65256-28-2,DTXSID4059091,106:354:372,0,0,"[106.0, 354.0, 372.0]",3
O=C(CCCCCCCCCCCCCCC)N(CCO)CCO,CAS_RN: 68155-06-6,DTXSID90880419,326:106:344,0,0,"[106.0, 326.0, 344.0]",3
O=C(CCCCCCCCCCCCC)N(CCO)CCO,CAS_RN: 68439-62-3,DTXSID1064740,106:298:316,0,0,"[106.0, 298.0, 316.0]",3
O=C(CCCCCCCCCCC)N(CCO)CCO,CAS_RN: 120-40-1,DTXSID5025491,106.0862:88.0757:288.2533,0,0,"[88.0757, 106.0862, 288.2533]",3
O=C(CCCCCCCCC)N(CCO)CCO,CAS_RN: 136-26-5,DTXSID3042184,106:242:260,0,0,"[106.0, 242.0, 260.0]",3
O=C(CCCCCCC)N(CCO)CCO,CAS_RN: 3077-30-3,DTXSID6062832,106:88:214,0,0,"[88.0, 106.0, 214.0]",3
OCCOCCOCCOCCCCCCCCCCCCCCCCCC,CAS_RN: 4439-32-1,DTXSID60891638,90:133:151,0,0,"[90.0, 133.0, 151.0]",3
OCCOCCOCCOCCCCCCCCCCCCCCCC,CAS_RN: NA,DTXSID20867814,90:133:151,0,0,"[90.0, 133.0, 151.0]",3
OCCOCCOCCOCCCCCCCCCCCCCC,CAS_RN: 26826-30-2,DTXSID50181318,90:133:151,0,0,"[90.0, 133.0, 151.0]",3
OCCOCCOCCOCCCCCCCCCCCC,CAS_RN: 3055-94-5,DTXSID6058631,90:133:319,0,0,"[90.0, 133.0, 319.0]",3
O=S(=O)(O)OCCOCCOc1ccc(cc1)CCCCCCCCC,CAS_RN: NA,DTXSID20891639,305:431:475,0,0,"[305.0, 431.0, 475.0]",3
OCCOCCOCCOCC(CC(=O)O)CCCC,CAS_RN: NA,,89:133:275,0,0,"[89.0, 133.0, 275.0]",3
O=C(O)CC(CCCC)COCCOCCO,CAS_RN: NA,,89:97:45,0,0,"[45.0, 89.0, 97.0]",3
OCCOCC(CCCC)CC(=O)O,CAS_RN: NA,,83:97:143,0,0,"[83.0, 97.0, 143.0]",3
O=C(O)CC(CCCC)COCCOCCOCC(=O)O,CAS_RN: NA,,103:147:289,0,0,"[103.0, 147.0, 289.0]",3
OC(=O)COCCOCC(CC(=O)O)CCCC,CAS_RN: NA,,143:103:125,0,0,"[103.0, 125.0, 143.0]",3
CCCCC(COCC(=O)O)CC(=O)O,CAS_RN: NA,,97:125:55,0,0,"[55.0, 97.0, 125.0]",3
O=C(O)CC(COCCOCCOCCOCCO)CCCC(=O)O,CAS_RN: NA,,177:367:89,0,0,"[89.0, 177.0, 367.0]",3
OC(=O)COCCOCC(CC(=O)O)CC(=O)O,CAS_RN: NA,DTXSID60891653,145:127:103,0,0,"[103.0, 127.0, 145.0]",3
OCCOCCOCCOCC(CC(=O)O)CC(=O)O,CAS_RN: NA,DTXSID20891654,171:133:89,0,0,"[89.0, 133.0, 171.0]",3
O=C(OC)COCCOc1ccc(cc1)CCCCCCCCC,CAS_RN: NA,DTXSID80891655,71:117:211,0,0,"[71.0, 117.0, 211.0]",3
O=C(OC)CCCCCCCCc1ccc(OCCOCC(=O)OC)cc1,CAS_RN: NA,DTXSID40891656,139:171:97,0,0,"[97.0, 139.0, 171.0]",3
O=C(O)CCCCCCc1ccc(OCCOCC(=O)O)cc1,CAS_RN: NA,DTXSID00891657,307:261:223,0,0,"[223.0, 261.0, 307.0]",3
O=C(OC)CCCCCCc1ccc(OCCOCC(=O)OC)cc1,CAS_RN: NA,DTXSID60891658,143:83:111,0,0,"[83.0, 111.0, 143.0]",3
O=C(OC)CCCCCCc1ccc(OCCOCCO)cc1,CAS_RN: NA,DTXSID20891659,83:143:111,0,0,"[83.0, 111.0, 143.0]",3
Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2,CAS_RN: NA,DTXSID40891550,139.0389:163.0389:195.0652,0,0,"[139.0389, 163.0389, 195.0652]",3
